claim_id,submitted_date,department,employee_level,category,amount,policy_violation,reimbursed_days,vendor
EXP-000279,2026-02-16,sales,vp,travel,145.57,0,9,office_depot
EXP-000280,2025-07-22,finance,vp,meals,34.37,0,4,airline
EXP-000281,2025-10-05,marketing,director,meals,144.46,0,4,office_depot
EXP-000282,2025-08-09,finance,vp,software,103.63,1,10,restaurant
EXP-000283,2025-10-10,marketing,IC,training,47.85,0,3,hotel
EXP-000284,2025-07-18,engineering,manager,software,28.49,0,2,hotel
EXP-000285,2025-03-18,marketing,manager,meals,53.41,0,8,office_depot
EXP-000286,2025-10-21,marketing,IC,travel,29.35,0,5,hotel
EXP-000287,2025-02-09,engineering,vp,software,49.47,0,7,saas
EXP-000288,2025-09-04,finance,manager,software,68.71,0,7,airline
EXP-000289,2025-07-30,engineering,vp,travel,70.82,0,1,conference
EXP-000290,2025-01-19,finance,vp,software,31.26,0,7,office_depot
EXP-000291,2026-02-19,engineering,vp,office,60.0,0,9,office_depot
EXP-000292,2025-12-15,sales,vp,office,54.3,0,6,conference
EXP-000293,2025-04-18,operations,IC,training,122.36,0,4,office_depot
EXP-000294,2025-03-12,marketing,vp,travel,93.4,0,4,conference
EXP-000295,2025-12-02,sales,director,training,21.84,0,6,saas
EXP-000296,2025-10-09,marketing,director,software,89.52,0,9,office_depot
EXP-000297,2025-07-10,marketing,vp,software,41.83,0,8,restaurant
EXP-000298,2025-04-10,sales,director,client_event,16.43,0,6,office_depot
EXP-000299,2025-05-15,engineering,manager,meals,75.34,0,5,restaurant
EXP-000300,2025-01-18,sales,IC,software,60.71,0,6,office_depot
EXP-000301,2025-03-19,finance,IC,training,34.82,0,10,conference
EXP-000302,2025-10-16,engineering,manager,meals,82.21,0,4,airline
EXP-000303,2025-03-04,engineering,IC,software,72.64,0,12,airline
EXP-000304,2025-09-19,marketing,manager,travel,52.61,0,13,saas
EXP-000305,2025-08-26,finance,vp,travel,44.58,0,9,hotel
EXP-000306,2026-02-20,operations,director,training,77.82,0,11,hotel
EXP-000307,2025-10-04,finance,IC,meals,83.34,0,8,office_depot
EXP-000308,2025-09-10,engineering,vp,client_event,96.33,0,10,hotel
EXP-000309,2025-07-05,finance,IC,meals,29.4,0,4,conference
EXP-000310,2025-11-16,operations,director,software,70.11,0,5,saas
EXP-000311,2025-12-19,finance,vp,travel,228.48,0,5,airline
EXP-000312,2025-11-09,finance,IC,software,44.06,0,7,office_depot
EXP-000313,2025-04-15,sales,IC,software,127.17,0,9,office_depot
EXP-000314,2025-01-31,operations,manager,training,28.41,0,6,restaurant
EXP-000315,2025-06-29,sales,manager,client_event,63.73,0,7,saas
EXP-000316,2025-03-26,finance,IC,office,36.43,0,7,hotel
EXP-000317,2025-11-05,operations,director,software,22.65,0,6,hotel
EXP-000318,2026-01-13,operations,director,meals,87.18,0,13,conference
EXP-000319,2025-12-11,engineering,manager,client_event,93.3,0,9,airline
EXP-000320,2025-06-28,sales,vp,training,49.36,0,6,conference
EXP-000321,2025-03-15,operations,vp,travel,51.16,1,12,restaurant
EXP-000322,2025-07-02,sales,manager,travel,42.37,0,11,airline
EXP-000323,2025-02-09,operations,IC,meals,23.94,0,6,conference
EXP-000324,2025-11-30,finance,vp,office,50.78,0,9,airline
EXP-000325,2025-05-12,finance,director,travel,39.15,0,3,hotel
EXP-000326,2025-07-17,marketing,manager,office,103.07,0,6,conference
EXP-000327,2025-04-07,engineering,IC,software,80.9,0,7,airline
EXP-000328,2025-12-20,marketing,IC,training,165.83,0,7,conference
EXP-000329,2025-10-23,marketing,manager,office,183.66,0,9,airline
EXP-000330,2025-06-26,sales,IC,client_event,95.42,0,7,airline
EXP-000331,2025-04-03,sales,IC,office,59.43,0,5,restaurant
EXP-000332,2025-05-22,operations,IC,client_event,315.83,0,4,conference
EXP-000333,2025-03-09,finance,vp,office,23.6,0,5,conference
EXP-000334,2025-09-20,sales,IC,meals,159.8,0,6,hotel
EXP-000335,2025-10-05,sales,manager,office,73.41,0,2,restaurant
EXP-000336,2025-07-12,engineering,IC,software,65.81,0,9,saas
EXP-000337,2025-02-27,operations,IC,office,58.31,0,6,office_depot
EXP-000338,2025-05-01,finance,director,software,287.52,0,3,airline
EXP-000339,2025-09-26,marketing,IC,training,50.42,0,7,conference
EXP-000340,2026-01-10,engineering,vp,client_event,106.44,0,1,restaurant
EXP-000341,2025-01-19,engineering,director,meals,13.6,0,6,hotel
EXP-000342,2025-08-13,sales,director,client_event,60.54,0,4,hotel
EXP-000343,2025-01-13,operations,IC,office,17.04,0,11,hotel
EXP-000344,2025-06-21,sales,IC,client_event,16.13,0,8,office_depot
EXP-000345,2025-09-23,marketing,director,travel,66.49,0,7,conference
EXP-000346,2025-03-31,sales,vp,training,97.54,0,8,conference
EXP-000347,2025-07-29,sales,IC,training,87.88,0,5,restaurant
EXP-000348,2025-07-16,marketing,director,office,34.03,0,4,saas
EXP-000349,2025-10-13,engineering,IC,client_event,70.09,0,2,saas
EXP-000350,2026-02-06,finance,manager,travel,131.72,0,4,airline
EXP-000351,2025-07-29,operations,manager,software,47.0,0,12,airline
EXP-000352,2025-07-05,engineering,director,travel,91.45,0,5,airline
EXP-000353,2025-06-16,operations,manager,training,221.81,0,14,office_depot
EXP-000354,2026-01-29,finance,director,office,199.22,0,7,office_depot
EXP-000355,2026-01-27,marketing,IC,travel,77.71,0,6,conference
EXP-000356,2025-01-30,sales,vp,meals,68.13,0,1,hotel
EXP-000357,2025-08-06,operations,director,client_event,92.87,0,4,saas
EXP-000358,2025-05-18,marketing,IC,training,36.53,0,8,airline
EXP-000359,2025-10-18,finance,manager,meals,98.74,1,10,conference
EXP-000360,2026-02-11,finance,vp,meals,34.3,0,8,saas
EXP-000361,2025-06-29,finance,vp,software,137.1,0,3,office_depot
EXP-000362,2025-04-17,engineering,vp,office,98.16,0,9,restaurant
EXP-000363,2025-12-19,operations,IC,travel,26.58,0,9,conference
EXP-000364,2025-10-16,engineering,vp,office,43.23,0,7,restaurant
EXP-000365,2025-10-30,marketing,vp,training,113.84,0,10,conference
EXP-000366,2025-04-21,sales,vp,office,121.82,0,12,saas
EXP-000367,2025-10-04,engineering,manager,client_event,96.65,0,3,restaurant
EXP-000368,2025-02-20,marketing,IC,meals,59.98,0,9,saas
EXP-000369,2025-03-28,sales,IC,client_event,288.64,0,7,conference
EXP-000370,2025-07-25,finance,director,office,29.86,0,9,hotel
EXP-000371,2025-04-04,engineering,director,client_event,124.82,1,13,airline
EXP-000372,2025-12-21,operations,manager,travel,263.82,0,8,hotel
EXP-000373,2025-08-17,sales,vp,meals,171.23,0,8,saas
EXP-000374,2025-07-04,sales,IC,software,21.15,0,1,saas
EXP-000375,2025-04-19,engineering,vp,office,55.22,0,6,saas
EXP-000376,2025-04-22,engineering,vp,meals,239.75,1,8,restaurant
EXP-000377,2026-01-03,engineering,IC,training,18.68,0,8,hotel
EXP-000378,2025-08-19,sales,manager,software,29.83,0,5,office_depot
EXP-000379,2026-01-03,marketing,director,travel,61.9,0,7,hotel
EXP-000380,2025-02-10,sales,vp,office,89.96,1,15,office_depot
EXP-000381,2025-03-11,operations,director,software,84.06,0,4,saas
EXP-000382,2026-01-26,finance,IC,travel,96.36,0,7,restaurant
EXP-000383,2025-07-24,finance,director,training,36.49,0,8,saas
EXP-000384,2026-01-02,marketing,manager,client_event,59.69,0,3,hotel
EXP-000385,2025-12-23,operations,IC,software,87.62,0,1,hotel
EXP-000386,2025-09-20,finance,vp,travel,11.95,0,10,office_depot
EXP-000387,2025-10-08,finance,IC,travel,237.42,0,6,office_depot
EXP-000388,2025-11-11,engineering,director,travel,102.6,0,8,hotel
EXP-000389,2025-12-11,sales,director,meals,36.32,0,11,airline
EXP-000390,2025-09-19,sales,director,meals,59.0,0,6,airline
EXP-000391,2025-03-19,engineering,director,software,48.27,0,6,hotel
EXP-000392,2025-11-22,operations,director,client_event,36.04,0,10,conference
EXP-000393,2025-10-20,marketing,IC,training,99.89,0,8,hotel
EXP-000394,2026-01-29,sales,director,travel,64.95,0,9,conference
EXP-000395,2025-05-10,sales,IC,office,177.17,0,7,office_depot
EXP-000396,2025-06-19,engineering,director,software,133.58,0,4,hotel
EXP-000397,2025-02-13,finance,manager,travel,105.13,1,11,restaurant
EXP-000398,2025-03-31,marketing,manager,software,132.17,0,9,airline
EXP-000399,2025-05-20,finance,manager,software,10.06,0,9,conference
EXP-000400,2025-11-16,sales,vp,office,161.14,0,6,saas
EXP-000401,2025-05-14,marketing,vp,client_event,76.27,0,5,airline
EXP-000402,2025-03-10,marketing,vp,office,97.94,0,2,airline
EXP-000403,2025-09-28,engineering,vp,office,69.71,0,10,airline
EXP-000404,2026-02-08,engineering,vp,travel,40.34,0,6,conference
EXP-000405,2025-08-12,marketing,vp,training,235.91,0,8,saas
EXP-000406,2025-06-07,engineering,director,software,66.13,0,5,saas
EXP-000407,2025-06-09,engineering,vp,training,14.39,0,8,hotel
EXP-000408,2025-09-19,marketing,manager,office,22.92,0,7,restaurant
EXP-000409,2025-06-18,engineering,director,software,223.31,0,4,conference
EXP-000410,2025-10-24,marketing,manager,travel,100.32,0,3,airline
EXP-000411,2025-07-01,engineering,IC,training,93.06,0,6,hotel
EXP-000412,2025-05-02,sales,director,meals,22.26,0,9,conference
EXP-000413,2025-11-19,finance,IC,software,62.83,0,10,restaurant
EXP-000414,2026-02-01,sales,vp,client_event,109.57,0,6,hotel
EXP-000415,2025-06-12,operations,director,office,37.52,0,9,saas
EXP-000416,2025-10-03,marketing,vp,office,36.74,0,5,restaurant
EXP-000417,2025-11-08,engineering,manager,software,47.84,0,5,hotel
EXP-000418,2026-02-15,sales,director,client_event,83.09,0,4,restaurant
EXP-000419,2025-09-01,sales,IC,software,136.17,0,11,saas
EXP-000420,2025-08-23,engineering,director,software,52.21,0,7,office_depot
EXP-000421,2025-09-15,operations,manager,training,72.2,0,10,conference
EXP-000422,2025-08-11,operations,manager,training,91.35,1,9,airline
EXP-000423,2025-12-05,finance,director,software,24.35,0,6,saas
EXP-000424,2025-03-04,operations,manager,client_event,90.55,0,4,office_depot
EXP-000425,2025-11-15,marketing,director,travel,38.59,0,10,hotel
EXP-000426,2025-02-20,finance,IC,software,25.79,0,8,office_depot
EXP-000427,2025-08-05,operations,director,client_event,78.83,0,9,saas
EXP-000428,2025-07-18,operations,IC,travel,108.87,0,6,airline
EXP-000429,2025-11-21,sales,IC,client_event,95.41,0,10,airline
EXP-000430,2025-01-01,sales,manager,office,20.63,0,6,conference
EXP-000431,2025-12-04,marketing,director,meals,31.27,0,7,hotel
EXP-000432,2025-12-07,operations,manager,client_event,133.3,0,4,office_depot
EXP-000433,2025-11-11,sales,director,client_event,10.64,0,6,hotel
EXP-000434,2025-07-21,finance,IC,travel,27.94,0,4,office_depot
EXP-000435,2025-02-15,engineering,director,office,41.0,0,4,restaurant
EXP-000436,2025-12-16,operations,vp,office,65.5,0,5,hotel
EXP-000437,2025-03-21,marketing,vp,software,101.52,0,8,restaurant
EXP-000438,2026-01-19,marketing,manager,meals,67.82,0,7,saas
EXP-000439,2026-02-22,operations,IC,software,57.55,0,4,saas
EXP-000440,2025-08-05,finance,IC,office,70.31,0,4,restaurant
EXP-000441,2025-07-24,operations,director,office,133.72,0,5,conference
EXP-000442,2025-06-13,marketing,vp,office,60.3,0,5,saas
EXP-000443,2026-02-19,finance,manager,travel,82.44,0,8,conference
EXP-000444,2025-07-22,finance,vp,software,29.29,1,15,saas
EXP-000445,2025-06-03,finance,manager,office,78.81,0,3,saas
EXP-000446,2025-01-14,finance,vp,software,59.65,0,12,restaurant
EXP-000447,2025-12-08,engineering,director,client_event,49.9,0,10,airline
EXP-000448,2025-12-18,operations,IC,travel,24.6,0,6,conference
EXP-000449,2025-06-18,finance,vp,client_event,98.31,0,4,hotel
EXP-000450,2025-09-10,engineering,IC,office,81.73,0,5,conference
EXP-000451,2025-06-25,operations,vp,training,8.69,0,8,hotel
EXP-000452,2026-01-03,finance,vp,travel,162.84,0,5,airline
EXP-000453,2025-02-04,operations,vp,meals,41.2,0,12,saas
EXP-000454,2025-07-29,marketing,vp,training,33.99,0,6,airline
EXP-000455,2025-10-15,finance,IC,training,101.22,0,12,restaurant
EXP-000456,2025-06-08,finance,vp,software,51.47,0,4,hotel
EXP-000457,2025-01-31,engineering,manager,training,43.52,0,6,restaurant
EXP-000458,2025-08-21,finance,director,meals,31.7,0,7,restaurant
EXP-000459,2025-12-12,engineering,IC,travel,25.81,0,10,airline
EXP-000460,2025-03-08,sales,manager,software,33.54,0,2,conference
EXP-000461,2025-06-16,operations,manager,meals,31.44,0,8,saas
EXP-000462,2025-04-02,finance,vp,software,8,0,7,saas
EXP-000463,2025-08-21,operations,vp,software,33.52,0,5,conference
EXP-000464,2025-11-25,marketing,manager,travel,48.47,0,4,saas
EXP-000465,2025-01-13,engineering,vp,meals,54.93,0,6,office_depot
EXP-000466,2025-04-03,operations,manager,travel,66.96,0,2,restaurant
EXP-000467,2025-10-21,sales,vp,software,109.92,0,7,office_depot
EXP-000468,2025-07-11,finance,IC,office,113.82,0,9,restaurant
EXP-000469,2025-08-18,marketing,director,meals,72.91,0,14,restaurant
EXP-000470,2025-01-25,engineering,IC,software,103.18,0,8,restaurant
EXP-000471,2025-11-07,marketing,director,meals,99.75,0,4,office_depot
EXP-000472,2026-01-25,finance,manager,software,132.68,0,9,hotel
EXP-000473,2025-07-20,finance,director,software,57.55,0,7,conference
EXP-000474,2026-01-18,finance,manager,office,26.69,0,6,conference
EXP-000475,2025-10-25,operations,director,office,253.26,0,6,hotel
EXP-000476,2026-01-05,engineering,director,meals,22.21,0,5,saas
EXP-000477,2025-09-10,sales,director,travel,63.3,0,8,restaurant
EXP-000478,2025-08-07,finance,director,client_event,20.34,0,8,hotel
EXP-000479,2025-05-20,marketing,manager,client_event,73.5,0,4,office_depot
EXP-000480,2025-09-15,finance,manager,travel,45.43,0,4,office_depot
EXP-000481,2025-04-12,operations,director,training,41.49,0,10,office_depot
EXP-000482,2025-11-14,sales,manager,training,12.77,0,9,airline
EXP-000483,2025-12-14,marketing,vp,travel,20.55,0,1,office_depot
EXP-000484,2026-01-14,marketing,manager,software,36.04,0,4,saas
EXP-000485,2025-07-08,sales,IC,software,105.47,0,11,conference
EXP-000486,2025-01-18,engineering,director,training,70.19,0,8,office_depot
EXP-000487,2025-05-09,operations,vp,training,49.14,0,5,conference
EXP-000488,2026-01-10,finance,IC,training,48.32,0,8,conference
EXP-000489,2025-06-10,operations,vp,meals,101.74,0,8,saas
EXP-000490,2025-08-01,engineering,IC,client_event,96.34,0,5,conference
EXP-000491,2025-07-08,marketing,manager,software,108.89,0,6,saas
EXP-000492,2025-12-04,marketing,vp,software,30.25,0,5,airline
EXP-000493,2025-04-26,operations,director,client_event,50.75,0,4,conference
EXP-000494,2025-09-12,engineering,director,client_event,31.7,0,7,office_depot
EXP-000495,2025-10-19,operations,manager,travel,20.31,0,7,hotel
EXP-000496,2025-07-22,operations,manager,meals,33.07,0,5,hotel
EXP-000497,2025-02-02,finance,IC,office,99.09,0,12,office_depot
EXP-000498,2025-04-22,sales,manager,office,22.23,0,8,restaurant
EXP-000499,2025-04-04,operations,IC,software,52.09,0,8,hotel
EXP-000500,2025-04-15,engineering,IC,meals,50.42,0,6,conference
EXP-000501,2025-11-19,operations,director,software,108.0,0,7,office_depot
EXP-000502,2025-01-11,marketing,vp,meals,48.59,0,11,conference
EXP-000503,2025-02-27,sales,vp,travel,104.86,0,9,airline
EXP-000504,2025-11-13,sales,IC,travel,100.96,0,2,hotel
EXP-000505,2026-01-18,sales,IC,office,19.02,0,6,saas
EXP-000506,2025-01-09,marketing,IC,office,29.12,0,15,conference
EXP-000507,2025-07-31,marketing,manager,office,55.0,0,10,restaurant
EXP-000508,2025-01-03,finance,vp,office,21.42,0,10,hotel
EXP-000509,2025-06-20,marketing,manager,training,12.91,0,9,airline
EXP-000510,2025-01-28,sales,IC,software,62.91,0,7,saas
EXP-000511,2025-10-30,finance,director,software,131.1,0,13,conference
EXP-000512,2025-07-24,operations,manager,client_event,78.31,0,9,hotel
EXP-000513,2025-10-02,finance,manager,office,100.35,0,7,conference
EXP-000514,2025-05-25,engineering,manager,office,30.73,0,2,office_depot
EXP-000515,2025-09-27,engineering,vp,software,198.69,0,6,restaurant
EXP-000516,2026-01-10,sales,IC,software,69.79,0,1,office_depot
EXP-000517,2025-12-24,operations,vp,travel,67.63,0,3,office_depot
EXP-000518,2025-04-10,engineering,director,software,35.12,0,3,saas
EXP-000519,2025-03-24,marketing,vp,client_event,49.28,0,8,office_depot
EXP-000520,2025-04-23,sales,manager,travel,60.36,0,11,office_depot
EXP-000521,2025-02-03,engineering,manager,meals,22.42,0,3,saas
EXP-000522,2025-10-01,marketing,director,office,23.25,0,9,saas
EXP-000523,2025-10-02,sales,director,training,125.51,0,9,office_depot
EXP-000524,2025-02-24,finance,director,office,243.84,0,8,conference
EXP-000525,2025-11-30,operations,director,client_event,37.34,0,3,office_depot
EXP-000526,2025-02-01,finance,IC,travel,41.79,0,4,restaurant
EXP-000527,2025-10-28,sales,director,software,76.41,0,13,conference
EXP-000528,2025-08-11,finance,manager,client_event,79.96,0,11,hotel
EXP-000529,2025-11-30,marketing,vp,training,160.69,0,9,saas
EXP-000530,2025-06-10,marketing,vp,training,81.01,0,11,hotel
EXP-000531,2025-01-06,operations,IC,office,51.15,0,6,hotel
EXP-000532,2025-03-24,marketing,vp,office,16.55,0,3,restaurant
EXP-000533,2026-01-31,sales,director,client_event,73.44,0,9,hotel
EXP-000534,2025-08-23,marketing,manager,training,49.7,0,2,saas
EXP-000535,2025-09-22,engineering,director,travel,159.47,0,5,airline
EXP-000536,2025-03-25,marketing,IC,client_event,427.77,1,6,saas
EXP-000537,2026-01-03,sales,IC,client_event,35.6,1,10,restaurant
EXP-000538,2025-05-12,sales,director,client_event,73.77,0,6,restaurant
EXP-000539,2025-10-08,marketing,vp,client_event,120.85,0,10,airline
EXP-000540,2025-05-22,engineering,director,office,33.26,0,6,restaurant
EXP-000541,2025-09-26,engineering,director,office,24.99,0,9,conference
EXP-000542,2025-08-16,sales,manager,meals,28.55,0,10,office_depot
EXP-000543,2025-10-29,marketing,manager,meals,227.02,1,12,airline
EXP-000544,2025-06-19,operations,director,training,82.49,0,4,conference
EXP-000545,2026-02-03,sales,IC,office,29.0,0,6,conference
EXP-000546,2025-01-24,marketing,vp,software,108.51,0,4,airline
EXP-000547,2025-12-25,marketing,manager,client_event,43.86,0,6,conference
EXP-000548,2025-07-11,sales,manager,training,79.55,0,9,office_depot
EXP-000549,2025-03-11,marketing,vp,client_event,19.65,0,7,restaurant
EXP-000550,2025-12-06,engineering,IC,travel,11.58,0,8,saas
EXP-000551,2025-02-17,operations,director,meals,36.2,0,10,restaurant
EXP-000552,2025-09-05,marketing,IC,meals,94.29,0,3,conference
EXP-000553,2026-02-06,operations,manager,meals,115.56,0,6,airline
EXP-000554,2026-01-17,sales,director,client_event,56.64,0,4,office_depot
EXP-000555,2026-02-11,sales,manager,travel,52.45,0,6,hotel
EXP-000556,2025-08-31,operations,vp,software,57.73,0,7,hotel
EXP-000557,2025-12-17,finance,IC,meals,54.92,0,9,hotel
EXP-000558,2025-11-30,operations,IC,client_event,11.17,0,7,conference
EXP-000559,2025-05-03,finance,vp,office,78.18,0,8,restaurant
EXP-000560,2025-08-30,marketing,director,training,19.78,0,4,office_depot
