claim_id,claim_date,policy_type,region,claim_amount,approved_amount,days_to_close,adjuster,suspected_fraud,customer_satisfaction
CLM-000279,2025-04-10,health,south,1082.46,693.38,26,drew,0,2.8
CLM-000280,2025-11-22,auto,south,1235.2,937.88,3,austin,0,3.5
CLM-000281,2025-02-19,travel,north,480.74,401.97,1,casey,0,4.7
CLM-000282,2026-01-20,auto,south,723.57,545.62,25,blake,0,4.7
CLM-000283,2025-12-01,health,south,437.63,328.25,21,casey,0,4.0
CLM-000284,2025-12-10,home,south,1247.04,920.16,28,ellis,0,2.7
CLM-000285,2025-08-30,home,east,2806.46,1617.04,26,austin,0,4.0
CLM-000286,2026-02-15,health,east,931.03,552.43,30,ellis,0,4.7
CLM-000287,2026-01-24,travel,east,438.86,290.01,37,austin,0,2.2
CLM-000288,2025-07-11,home,south,4904.05,2894.83,9,drew,0,4.6
CLM-000289,2025-02-04,auto,west,870.49,477.91,13,ellis,0,3.8
CLM-000290,2025-09-07,health,east,1490.2,1021.26,37,austin,0,2.5
CLM-000291,2025-06-05,auto,north,365.75,199.99,27,blake,1,3.4
CLM-000292,2026-01-11,auto,south,214.56,176.56,22,drew,0,4.2
CLM-000293,2025-12-29,health,west,4007.13,3294.89,20,drew,0,4.5
CLM-000294,2025-12-07,auto,east,1453.87,1170.53,3,casey,0,4.4
CLM-000295,2025-07-23,auto,north,4758.77,2638.2,21,blake,0,3.7
CLM-000296,2025-10-12,auto,south,2034.0,1689.89,25,ellis,0,4.0
CLM-000297,2025-04-10,home,east,1308.16,1070.1,1,casey,0,
CLM-000298,2025-02-20,home,north,596.42,407.33,7,blake,0,5
CLM-000299,2026-02-02,travel,west,4883.87,2092.24,15,austin,1,3.3
CLM-000300,2025-01-30,health,north,3849.87,3309.08,30,blake,0,3.6
CLM-000301,2025-12-12,travel,west,3112.69,2235.21,36,casey,1,4.8
CLM-000302,2025-12-29,auto,west,5064.73,3214.74,27,austin,0,
CLM-000303,2025-08-08,travel,north,1079.71,595.9,25,drew,0,4.2
CLM-000304,2025-03-08,travel,west,3141.38,1892.78,30,blake,0,4.1
CLM-000305,2025-07-28,home,west,1589.27,919.69,33,ellis,0,4.2
CLM-000306,2026-01-16,travel,south,751.78,571.95,24,austin,0,3.3
CLM-000307,2025-02-13,health,north,770.25,732.62,13,casey,0,5
CLM-000308,2025-06-10,health,south,535.35,280.42,27,blake,0,3.7
CLM-000309,2025-03-31,travel,south,135.91,124.16,19,austin,0,4.3
CLM-000310,2025-11-14,health,south,3061.28,2877.07,6,drew,0,3.5
CLM-000311,2025-04-18,health,north,1038.22,823.91,29,austin,0,3.5
CLM-000312,2025-12-16,auto,west,5275.59,4174.09,22,austin,0,3.9
CLM-000313,2025-12-20,health,west,541.6,376.77,19,austin,0,5
CLM-000314,2025-11-28,travel,west,994.73,656.31,22,casey,0,2.9
CLM-000315,2025-10-22,health,south,284.3,275.27,16,casey,0,
CLM-000316,2025-04-11,auto,north,6266.54,5444.77,39,blake,0,3.9
CLM-000317,2025-01-28,auto,east,2004.24,1803.51,9,drew,0,4.3
CLM-000318,2025-04-23,travel,west,2316.92,1834.82,16,ellis,0,
CLM-000319,2025-04-18,home,west,2212.54,1339.67,37,blake,0,3.4
CLM-000320,2026-02-12,health,north,3206.1,3044.42,8,casey,0,3.9
CLM-000321,2025-10-09,auto,south,950.46,496.11,25,austin,0,
CLM-000322,2025-10-18,travel,west,310.52,239.19,1,ellis,0,5
CLM-000323,2026-01-16,auto,east,1097.08,970.09,21,austin,0,3.2
CLM-000324,2025-10-11,travel,south,530.48,331.4,23,austin,0,
CLM-000325,2025-06-24,travel,east,1619.77,855.37,5,austin,0,4.3
CLM-000326,2025-03-17,home,west,838.08,753.3,12,blake,0,4.4
CLM-000327,2025-07-01,auto,south,2266.74,1374.4,10,ellis,0,4.2
CLM-000328,2025-05-25,auto,east,3965.58,1555.67,44,blake,1,5
CLM-000329,2025-04-21,travel,north,756.99,692.97,13,ellis,0,3.6
CLM-000330,2025-06-09,home,south,2217.86,1385.64,31,drew,0,4.0
CLM-000331,2025-09-05,auto,north,2831.86,2211.88,23,drew,0,4.2
CLM-000332,2025-01-20,auto,west,450.79,354.62,9,ellis,0,4.5
CLM-000333,2025-04-24,travel,west,1090.52,771.84,28,drew,0,4.7
CLM-000334,2025-09-29,auto,north,374.61,307.81,26,austin,0,1.8
CLM-000335,2025-09-26,travel,north,850.29,343.96,30,drew,1,5
CLM-000336,2025-10-06,auto,west,26439.91,16414.91,1,casey,0,4.4
CLM-000337,2025-12-03,home,south,11278.85,8000.25,29,casey,0,1.8
CLM-000338,2025-04-23,health,north,1178.8,939.82,17,casey,0,4.0
CLM-000339,2025-12-09,home,south,10773.71,5732.27,16,drew,0,3.8
CLM-000340,2025-06-06,auto,west,4492.87,2518.43,1,ellis,0,5
CLM-000341,2025-06-13,travel,east,1307.5,965.99,25,austin,0,4.3
CLM-000342,2025-10-25,home,north,615.39,510.46,8,austin,0,3.9
CLM-000343,2025-03-19,travel,east,927.36,659.08,10,blake,0,3.1
CLM-000344,2025-12-07,auto,east,7501.98,5187.8,29,ellis,0,3.3
CLM-000345,2026-02-07,home,south,3936.22,2707.89,11,drew,0,4.1
CLM-000346,2026-02-06,travel,east,4226.21,3459.28,12,drew,0,4.4
CLM-000347,2025-05-19,health,east,1159.17,706.81,33,casey,0,3.9
CLM-000348,2025-03-04,home,west,376.45,277.01,18,casey,0,4.6
CLM-000349,2025-06-02,health,east,2100.58,2028.14,1,casey,0,3.9
CLM-000350,2025-07-19,auto,east,1136.88,891.06,15,austin,0,4.5
CLM-000351,2025-05-29,travel,south,1698.43,1288.48,7,casey,0,5
CLM-000352,2025-12-28,health,north,465.3,244.78,3,casey,0,3.1
CLM-000353,2025-01-21,home,west,2342.17,1953.43,17,drew,0,5
CLM-000354,2025-07-17,auto,west,831.24,696.11,21,ellis,0,4.1
CLM-000355,2025-05-27,travel,west,5921.94,5185.52,41,blake,0,3.5
CLM-000356,2025-10-26,auto,south,4695.6,3215.69,41,austin,0,3.0
CLM-000357,2026-02-14,auto,west,5000.89,3662.44,33,drew,0,2.9
CLM-000358,2025-02-12,travel,west,1599.84,978.89,35,austin,0,3.8
CLM-000359,2025-06-17,travel,north,1501.76,1470.34,6,drew,0,3.8
CLM-000360,2025-01-07,travel,south,78.48,70.41,40,ellis,0,5
CLM-000361,2025-10-08,auto,north,1398.52,1009.13,13,austin,0,3.9
CLM-000362,2025-09-10,auto,west,497.53,259.19,13,casey,0,3.7
CLM-000363,2025-04-22,health,south,4524.66,3092.97,28,casey,0,3.9
CLM-000364,2025-05-10,home,south,2344.11,1807.59,28,casey,0,3.6
CLM-000365,2025-09-20,travel,south,896.33,848.38,7,blake,0,3.2
CLM-000366,2025-12-19,travel,north,708.88,576.59,22,blake,0,4.2
CLM-000367,2025-05-26,health,east,2106.59,1906.08,22,austin,0,3.8
CLM-000368,2025-08-14,home,north,400.59,224.6,24,blake,0,4.5
CLM-000369,2025-11-27,travel,east,2628.93,2105.98,21,austin,0,4.7
CLM-000370,2025-09-10,travel,north,1038.44,585.7,29,drew,0,4.0
CLM-000371,2025-06-27,auto,west,547.6,419.69,20,ellis,0,1.7
CLM-000372,2025-09-03,health,north,2044.31,1550.75,12,casey,0,3.9
CLM-000373,2025-02-01,health,north,3152.54,1705.45,24,ellis,0,4.5
CLM-000374,2025-06-08,home,south,8041.31,6413.41,1,ellis,0,4.7
CLM-000375,2025-03-01,auto,north,369.15,220.73,20,austin,0,3.9
CLM-000376,2025-06-18,travel,north,1056.05,582.5,3,casey,0,4.3
CLM-000377,2025-05-07,health,south,635.46,614.62,23,ellis,0,4.5
CLM-000378,2025-12-12,health,west,1420.4,1074.3,31,ellis,0,3.6
CLM-000379,2025-04-17,auto,west,548.97,490.3,9,ellis,0,4.0
CLM-000380,2025-03-19,auto,west,8249.01,4668.99,7,blake,0,4.4
CLM-000381,2025-06-07,home,south,588.75,511.32,18,drew,0,4.2
CLM-000382,2025-05-30,travel,west,1477.2,1055.25,9,ellis,1,4.2
CLM-000383,2025-12-20,health,south,1197.51,1107.89,9,austin,0,4.5
CLM-000384,2025-12-08,health,north,270.85,210.61,30,blake,0,3.3
CLM-000385,2025-09-26,auto,north,1177.15,1024.72,9,blake,0,4.5
CLM-000386,2025-03-09,auto,north,2797.91,1976.91,26,blake,0,4.0
CLM-000387,2025-07-30,travel,north,3533.56,2970.13,19,austin,0,3.3
CLM-000388,2025-03-06,travel,west,677.15,385.05,21,austin,0,3.8
CLM-000389,2025-12-05,auto,south,3347.22,2538.94,18,austin,0,4.5
CLM-000390,2026-01-02,auto,east,792.09,702.38,1,austin,0,5
CLM-000391,2025-01-06,home,east,2760.0,1526.36,35,austin,0,2.9
CLM-000392,2026-01-04,home,south,1780.08,934.4,21,blake,0,2.9
CLM-000393,2025-12-05,travel,north,580.74,385.94,13,austin,0,4.0
CLM-000394,2025-01-31,health,east,2152.12,1358.72,17,casey,0,3.0
CLM-000395,2025-05-26,travel,south,1076.61,828.33,36,drew,0,4.2
CLM-000396,2025-12-07,health,east,2389.0,1922.15,29,casey,0,4.2
CLM-000397,2025-04-02,travel,north,227.88,154.75,11,blake,0,4.6
CLM-000398,2026-01-22,auto,east,327.19,313.31,31,blake,0,4.3
CLM-000399,2025-02-07,health,north,877.75,612.61,11,drew,0,3.3
CLM-000400,2025-12-07,home,south,2894.99,2036.22,21,austin,0,5
CLM-000401,2026-02-17,health,south,972.0,567.64,13,ellis,0,3.5
CLM-000402,2025-04-09,home,north,3360.37,2268.33,28,ellis,0,3.5
CLM-000403,2025-04-15,home,south,2904.32,1870.49,6,drew,0,4.7
CLM-000404,2025-06-26,travel,north,2344.57,1715.28,32,austin,0,4.8
CLM-000405,2026-01-19,auto,south,1146.88,1080.5,13,ellis,0,2.7
CLM-000406,2025-11-20,health,south,1395.1,1286.25,23,drew,0,3.0
CLM-000407,2025-09-13,health,west,2479.34,1833.95,8,austin,0,5
CLM-000408,2025-10-10,home,south,3384.49,2885.12,28,casey,0,3.8
CLM-000409,2025-06-02,health,north,40748.65,31014.38,20,blake,0,4.1
CLM-000410,2025-08-22,home,east,543.57,490.0,1,drew,0,4.5
CLM-000411,2026-01-05,health,west,1895.95,1588.81,12,ellis,0,5
CLM-000412,2025-08-18,travel,west,1226.52,973.33,14,drew,0,3.4
CLM-000413,2025-08-28,auto,north,3064.89,2183.28,37,austin,1,4.2
CLM-000414,2025-07-30,health,south,1365.14,1083.1,4,blake,0,3.7
CLM-000415,2025-11-17,auto,south,977.24,601.5,1,austin,0,4.5
CLM-000416,2025-09-12,travel,south,2616.84,2334.31,26,ellis,0,2.9
CLM-000417,2025-02-03,auto,north,2363.5,1345.44,1,ellis,0,4.0
CLM-000418,2025-07-01,travel,north,3390.64,2277.4,16,casey,0,3.2
CLM-000419,2025-12-21,travel,east,534.6,318.84,18,ellis,0,3.5
CLM-000420,2025-10-21,home,south,1650.28,1442.98,4,ellis,0,4.4
CLM-000421,2025-01-17,health,north,658.81,550.98,6,drew,0,5
CLM-000422,2025-12-07,auto,east,1036.89,874.8,15,blake,0,2.5
CLM-000423,2025-05-24,auto,east,1485.32,1280.25,6,ellis,0,4.1
CLM-000424,2025-06-01,health,east,3528.02,3178.32,15,casey,0,2.9
CLM-000425,2025-05-26,home,west,2317.59,1463.55,1,blake,0,4.2
CLM-000426,2026-02-08,home,north,1683.41,1125.4,18,blake,0,4.9
CLM-000427,2026-01-04,auto,south,1363.43,902.19,6,blake,0,3.5
CLM-000428,2025-09-20,travel,south,2419.25,1963.77,38,drew,0,4.2
CLM-000429,2026-02-09,home,west,2451.51,2179.27,1,casey,0,4.4
CLM-000430,2025-04-12,health,north,938.08,528.33,12,casey,0,
CLM-000431,2025-07-04,health,north,2605.4,2202.82,24,casey,0,4.7
CLM-000432,2025-05-22,home,east,3857.88,2795.22,5,casey,0,4.3
CLM-000433,2025-11-15,auto,east,1658.3,865.14,29,ellis,0,4.3
CLM-000434,2025-03-01,home,east,1146.95,799.52,28,austin,0,2.3
CLM-000435,2025-11-08,auto,north,261.51,191.55,1,ellis,0,4.2
CLM-000436,2025-04-01,auto,south,4490.12,3270.88,11,austin,0,4.6
CLM-000437,2025-04-30,travel,east,1114.95,862.28,12,blake,0,3.5
CLM-000438,2025-04-15,health,south,840.34,484.76,35,drew,0,3.5
CLM-000439,2025-08-17,auto,north,4084.81,3788.4,1,casey,0,2.4
CLM-000440,2025-03-09,home,south,358.84,276.43,24,ellis,0,4.2
CLM-000441,2025-04-07,home,north,752.57,356.26,29,ellis,1,
CLM-000442,2025-11-06,auto,west,4655.58,3461.87,2,ellis,0,5
CLM-000443,2025-03-13,home,west,5854.27,3529.89,17,casey,0,4.4
CLM-000444,2025-01-10,health,south,913.55,837.71,37,blake,0,4.4
CLM-000445,2025-08-14,auto,north,1044.32,837.13,17,drew,0,
CLM-000446,2026-02-06,health,south,2878.11,1539.18,17,blake,0,3.1
CLM-000447,2026-01-09,auto,east,692.46,618.52,16,ellis,0,4.5
CLM-000448,2025-08-02,home,south,5293.92,3236.81,27,casey,0,4.1
CLM-000449,2025-12-31,health,west,3337.77,3081.16,17,blake,0,3.8
CLM-000450,2025-12-05,home,west,1131.05,779.18,37,casey,0,5
CLM-000451,2025-11-22,auto,east,1616.09,1506.09,10,austin,0,3.0
CLM-000452,2025-12-04,auto,south,7161.33,6750.24,19,ellis,0,4.7
CLM-000453,2025-12-01,travel,north,7256.14,4633.99,7,ellis,0,3.1
CLM-000454,2025-11-10,health,south,954.73,903.53,5,casey,0,4.3
CLM-000455,2026-02-22,home,south,3261.09,1360.41,28,drew,1,3.2
CLM-000456,2025-07-30,travel,east,759.66,355.2,25,drew,1,3.8
CLM-000457,2025-09-15,health,west,300.27,223.81,14,austin,0,3.0
CLM-000458,2025-09-27,auto,west,1563.42,1398.35,24,ellis,0,4.8
CLM-000459,2025-05-01,travel,west,21614.68,17793.96,9,casey,0,3.9
CLM-000460,2025-02-27,health,north,1697.99,944.13,26,drew,0,4.6
CLM-000461,2025-03-24,auto,west,3437.63,3360.28,21,austin,0,3.3
CLM-000462,2025-01-27,auto,south,455.49,266.54,1,casey,0,4.3
CLM-000463,2025-12-03,health,north,8222.73,5790.97,38,drew,1,4.0
CLM-000464,2025-07-09,travel,north,1312.18,1197.13,19,casey,0,2.9
CLM-000465,2025-10-20,auto,north,1114.41,959.74,23,casey,0,4.1
CLM-000466,2025-09-17,auto,east,7513.77,6576.71,21,blake,0,3.6
CLM-000467,2025-01-29,home,north,1278.72,922.9,1,ellis,0,3.8
CLM-000468,2025-10-05,home,east,1020.54,728.98,15,casey,0,3.1
CLM-000469,2025-03-10,travel,west,1815.07,1286.04,26,drew,0,4.0
CLM-000470,2026-01-19,health,south,1017.66,797.26,24,casey,0,5
CLM-000471,2026-02-23,auto,east,3177.77,2298.94,32,austin,0,4.1
CLM-000472,2025-10-22,auto,north,2969.23,2077.17,4,ellis,0,4.7
CLM-000473,2026-01-18,health,east,866.09,608.01,12,austin,0,
CLM-000474,2025-03-18,home,north,490.37,294.16,1,drew,0,4.3
CLM-000475,2025-06-07,health,north,775.49,445.09,13,austin,0,2.8
CLM-000476,2025-11-13,auto,west,1684.64,1107.72,30,ellis,0,4.3
CLM-000477,2025-06-27,auto,south,833.96,553.26,17,casey,0,3.6
CLM-000478,2026-01-24,travel,south,590.46,355.85,18,ellis,1,3.6
CLM-000479,2025-11-30,auto,south,15207.54,10697.08,15,ellis,0,4.1
CLM-000480,2025-03-16,health,north,1552.12,666.23,46,ellis,1,5
CLM-000481,2025-02-15,travel,north,1109.46,749.0,47,austin,1,5
CLM-000482,2025-12-28,travel,east,2092.99,1883.87,2,drew,0,3.5
CLM-000483,2025-12-24,auto,south,1262.4,887.18,14,drew,0,4.6
CLM-000484,2025-06-08,travel,south,3746.4,2031.42,21,austin,0,5
CLM-000485,2025-07-22,travel,north,3870.29,3678.05,18,austin,0,3.4
CLM-000486,2025-09-16,auto,north,621.04,528.18,27,blake,0,4.1
CLM-000487,2025-04-13,home,west,10530.38,6299.6,19,casey,0,3.4
CLM-000488,2025-11-30,auto,south,7073.9,6035.77,20,blake,0,2.3
CLM-000489,2025-08-02,travel,north,1056.22,865.56,11,blake,0,3.8
CLM-000490,2025-07-18,auto,east,5939.68,4838.77,19,austin,0,3.6
CLM-000491,2025-05-02,auto,south,635.39,474.7,11,blake,0,2.6
CLM-000492,2025-07-25,auto,east,986.33,809.53,25,drew,0,
CLM-000493,2025-06-13,auto,north,3409.5,2768.08,31,drew,0,4.8
CLM-000494,2025-03-30,travel,east,3557.72,3423.09,23,austin,0,4.3
CLM-000495,2025-05-25,home,south,305.17,187.4,12,austin,0,
CLM-000496,2025-06-09,home,west,1607.05,1223.69,19,drew,0,4.5
CLM-000497,2025-10-18,travel,south,2253.87,1769.61,19,ellis,0,3.1
CLM-000498,2025-09-19,travel,north,198.84,185.13,21,drew,0,3.9
CLM-000499,2025-05-12,auto,south,514.54,497.85,1,blake,0,4.0
CLM-000500,2025-03-28,health,north,275.34,176.03,26,blake,0,4.4
CLM-000501,2025-02-02,home,west,853.13,563.08,16,casey,0,2.8
CLM-000502,2025-08-03,home,west,224.44,218.9,5,drew,0,4.0
CLM-000503,2025-06-01,travel,west,691.46,560.78,1,drew,0,4.5
CLM-000504,2025-07-04,auto,south,1209.71,971.34,18,casey,0,5
CLM-000505,2025-08-15,home,east,4064.96,2257.51,12,blake,0,3.6
CLM-000506,2026-01-13,home,east,1217.66,1155.16,27,ellis,0,3.4
CLM-000507,2025-10-09,auto,east,1197.65,952.86,18,blake,0,5.0
CLM-000508,2025-02-18,auto,east,1570.57,818.88,6,casey,0,2.9
CLM-000509,2025-12-18,health,east,2767.45,2596.42,49,drew,0,
CLM-000510,2026-02-24,auto,east,589.69,492.83,31,ellis,0,3.5
CLM-000511,2025-05-07,home,east,1263.96,841.33,21,blake,0,3.9
CLM-000512,2025-12-04,health,east,1120.57,600.53,6,ellis,0,4.4
CLM-000513,2025-11-10,travel,north,1652.46,901.09,11,austin,0,3.9
CLM-000514,2025-03-05,auto,south,5458.25,3692.38,11,casey,0,4.4
CLM-000515,2025-08-08,home,north,1760.68,1060.73,18,ellis,0,5
CLM-000516,2025-07-06,home,north,8315.51,4789.15,37,drew,1,2.6
CLM-000517,2025-10-08,travel,south,3040.67,1796.38,20,drew,0,4.4
CLM-000518,2025-08-04,health,east,740.68,482.54,8,blake,0,2.6
CLM-000519,2025-01-29,health,west,1114.48,1075.94,6,ellis,0,3.5
CLM-000520,2025-05-24,travel,south,325.39,231.44,14,casey,0,3.5
CLM-000521,2025-04-10,health,south,1300.68,756.08,19,drew,0,4.9
CLM-000522,2026-01-01,home,south,5710.22,3815.36,16,casey,0,3.3
CLM-000523,2025-03-10,home,north,1197.65,1157.97,20,drew,0,4.7
CLM-000524,2025-08-29,travel,south,1413.98,743.88,11,casey,0,4.7
CLM-000525,2025-08-13,travel,west,758.53,499.37,30,drew,0,3.6
CLM-000526,2026-02-18,health,west,6810.32,4230.23,11,blake,0,2.3
CLM-000527,2025-08-09,travel,west,2447.39,1127.97,31,casey,1,4.7
CLM-000528,2026-01-28,auto,east,1866.19,1245.08,33,drew,0,4.3
CLM-000529,2025-05-13,travel,south,708.62,641.23,21,drew,0,
CLM-000530,2025-07-01,home,west,3277.34,2195.59,1,austin,0,4.1
CLM-000531,2025-11-09,health,east,463.13,330.49,21,blake,0,3.7
CLM-000532,2025-09-07,home,west,298.6,272.35,24,blake,0,3.9
CLM-000533,2025-01-14,health,north,3254.35,2363.54,11,casey,0,
CLM-000534,2025-06-08,travel,east,778.74,426.75,8,austin,0,3.9
CLM-000535,2026-01-07,health,east,7122.87,5613.65,4,drew,0,4.9
CLM-000536,2025-06-19,travel,north,846.62,675.1,10,casey,0,3.1
CLM-000537,2026-02-14,home,west,250.9,177.86,24,ellis,0,4.8
CLM-000538,2025-04-23,auto,north,278.97,149.86,19,drew,0,4.9
CLM-000539,2026-02-15,home,south,301.86,262.81,13,ellis,0,4.4
CLM-000540,2025-05-22,health,east,946.47,509.95,15,austin,0,3.4
CLM-000541,2025-03-12,health,north,2037.14,1653.5,5,casey,0,2.9
CLM-000542,2025-10-24,auto,south,470.43,445.44,32,casey,0,4.7
CLM-000543,2025-02-21,home,south,9928.08,9140.24,37,drew,0,5
CLM-000544,2025-02-26,health,north,1495.18,1379.98,3,ellis,0,4.8
CLM-000545,2025-02-11,home,east,943.8,723.97,12,casey,0,4.3
CLM-000546,2025-04-26,health,north,4296.61,3811.64,1,casey,0,1.8
CLM-000547,2025-01-30,auto,east,1374.22,939.82,21,casey,0,4.9
CLM-000548,2025-10-10,auto,east,1506.36,1469.11,26,casey,0,4.2
CLM-000549,2025-03-02,auto,north,1963.16,1413.75,24,austin,0,3.2
CLM-000550,2025-05-09,travel,east,3441.39,2125.22,31,casey,0,3.9
CLM-000551,2025-06-01,travel,east,1096.32,816.16,18,casey,0,3.8
CLM-000552,2025-10-02,auto,south,686.26,506.67,7,austin,0,
CLM-000553,2025-07-26,home,east,13831.52,8378.0,18,drew,0,4.1
CLM-000554,2025-11-12,health,east,3859.98,1572.65,31,blake,1,4.2
CLM-000555,2025-11-11,auto,east,1940.02,1344.55,11,drew,0,5
CLM-000556,2025-02-07,auto,south,751.3,474.36,9,ellis,0,5.0
CLM-000557,2026-02-06,travel,west,800.76,580.38,14,ellis,0,3.5
CLM-000558,2025-10-24,home,east,5822.43,5447.53,20,ellis,0,3.4
CLM-000559,2025-06-15,travel,east,3307.61,2901.86,13,austin,0,3.1
CLM-000560,2025-06-19,health,west,344.38,283.89,1,ellis,0,2.9
