shipment_id,ship_date,origin,destination_region,carrier,promised_days,actual_days,weight_kg,shipping_cost,late_flag,damage_claim
SHP-000299,2025-11-03,Shanghai,west,airbridge,2,2,595.5,632.14,0,0
SHP-000300,2025-02-08,LA,west,oceanic,7,6,478.5,698.68,0,0
SHP-000301,2025-02-07,Dallas,west,northstar,10,11,401.1,462.13,1,0
SHP-000302,2025-07-07,Shanghai,emea,swiftline,2,3,519.4,796.57,1,0
SHP-000303,2025-09-30,Dallas,central,oceanic,7,8,373.4,402.98,1,0
SHP-000304,2025-11-08,Rotterdam,central,oceanic,2,1,551.6,488.06,0,1
SHP-000305,2025-11-12,Rotterdam,west,swiftline,2,1,757.3,283.61,0,0
SHP-000306,2025-05-13,Chicago,east,airbridge,2,3,10.8,50.1,1,0
SHP-000307,2026-01-15,Rotterdam,apac,airbridge,7,7,492.4,318.7,0,0
SHP-000308,2025-08-01,Shanghai,emea,swiftline,5,3,288.8,260.39,0,0
SHP-000309,2025-08-01,Shanghai,west,oceanic,3,2,546.4,222.63,0,0
SHP-000310,2025-04-06,Dallas,apac,oceanic,2,3,303.4,497.32,1,0
SHP-000311,2025-12-23,Rotterdam,central,northstar,10,7,361.6,365.34,0,0
SHP-000312,2025-02-12,Shanghai,east,swiftline,10,6,706.4,489.14,0,0
SHP-000313,2025-02-02,Shanghai,east,airbridge,2,3,500.4,668.91,1,0
SHP-000314,2025-07-20,LA,apac,swiftline,3,1,367.1,616.09,0,0
SHP-000315,2025-06-07,Rotterdam,east,northstar,3,6,841.2,1114.93,1,0
SHP-000316,2025-01-15,Chicago,central,oceanic,10,12,110.7,176.07,1,0
SHP-000317,2025-04-05,Chicago,west,swiftline,2,3,544.0,461.88,1,0
SHP-000318,2025-06-17,LA,east,northstar,7,5,474.5,715.02,0,0
SHP-000319,2025-06-07,Chicago,central,swiftline,3,1,186.8,134.39,0,0
SHP-000320,2026-02-14,LA,east,swiftline,3,3,77.3,141.38,0,0
SHP-000321,2025-03-02,Chicago,east,oceanic,3,4,797.1,451.69,1,0
SHP-000322,2025-05-17,Shanghai,emea,swiftline,3,3,576.4,644.08,0,0
SHP-000323,2025-01-25,Dallas,east,oceanic,3,6,436.0,679.58,1,0
SHP-000324,2025-06-10,LA,central,oceanic,3,2,439.6,408.88,0,1
SHP-000325,2025-12-23,Rotterdam,central,oceanic,3,4,607.5,500.08,1,0
SHP-000326,2025-02-28,Dallas,emea,airbridge,7,6,637.5,260.37,0,0
SHP-000327,2026-02-24,Rotterdam,east,northstar,2,2,357.6,346.15,0,0
SHP-000328,2025-11-22,Chicago,east,northstar,7,6,536.0,766.38,0,0
SHP-000329,2025-02-15,Dallas,west,swiftline,10,12,419.3,316.08,1,0
SHP-000330,2025-04-22,LA,central,oceanic,2,1,530.7,788.03,0,0
SHP-000331,2025-05-27,Shanghai,central,airbridge,5,2,274.1,132.17,0,0
SHP-000332,2025-08-12,Shanghai,east,oceanic,5,5,140.9,239.13,0,0
SHP-000333,2025-05-21,Shanghai,central,northstar,2,1,621.3,555.65,0,0
SHP-000334,2025-04-14,LA,east,oceanic,10,11,785.6,1241.58,1,0
SHP-000335,2025-10-22,Rotterdam,west,oceanic,10,10,157.8,281.72,0,0
SHP-000336,2025-05-18,Rotterdam,emea,swiftline,2,5,29.5,93.17,1,0
SHP-000337,2025-05-14,LA,east,swiftline,5,3,590.0,834.71,0,0
SHP-000338,2025-10-26,Rotterdam,central,northstar,7,8,815.9,580.59,1,0
SHP-000339,2025-01-09,Dallas,emea,northstar,5,2,324.8,348.58,0,0
SHP-000340,2025-11-12,Dallas,emea,oceanic,3,4,754.3,1076.18,1,0
SHP-000341,2026-02-14,Rotterdam,west,airbridge,10,6,759.0,912.31,0,0
SHP-000342,2025-10-15,Shanghai,apac,oceanic,3,1,134.4,94.08,0,0
SHP-000343,2025-07-29,Shanghai,central,airbridge,5,5,342.6,404.05,0,0
SHP-000344,2025-12-11,Dallas,central,northstar,10,7,213.3,409.56,0,0
SHP-000345,2025-06-26,LA,apac,airbridge,2,2,715.1,316.92,0,0
SHP-000346,2025-02-24,Chicago,central,oceanic,10,9,413.8,348.77,0,0
SHP-000347,2025-04-24,LA,central,oceanic,3,6,771.6,936.91,1,0
SHP-000348,2025-03-06,Dallas,west,oceanic,3,3,466.2,180.99,0,0
SHP-000349,2025-08-10,Shanghai,apac,oceanic,2,3,528.8,755.6,1,0
SHP-000350,2025-03-11,LA,emea,northstar,5,4,682.1,443.28,0,0
SHP-000351,2025-09-12,Chicago,west,airbridge,10,9,299.4,388.16,0,0
SHP-000352,2025-10-16,LA,emea,oceanic,2,4,19.7,74.08,1,0
SHP-000353,2025-09-25,Dallas,central,airbridge,5,5,274.8,231.94,0,0
SHP-000354,2026-02-17,Chicago,east,northstar,5,3,120.7,180.6,0,0
SHP-000355,2025-02-09,Chicago,emea,swiftline,7,7,138.4,143.85,0,0
SHP-000356,2025-10-01,Rotterdam,west,oceanic,2,2,277.2,166.37,0,0
SHP-000357,2025-09-07,Dallas,east,swiftline,3,2,821.6,929.84,0,0
SHP-000358,2025-12-28,Chicago,central,oceanic,5,4,750.0,772.94,0,0
SHP-000359,2025-08-12,Shanghai,west,northstar,3,2,574.1,653.93,0,0
SHP-000360,2025-12-26,Chicago,central,northstar,7,6,249.7,265.88,0,0
SHP-000361,2026-02-24,Dallas,east,swiftline,10,10,177.6,199.57,0,0
SHP-000362,2025-12-20,Shanghai,emea,airbridge,5,5,457.2,781.2,0,0
SHP-000363,2025-02-10,Shanghai,east,swiftline,2,4,57.1,94.85,1,0
SHP-000364,2025-06-17,Chicago,west,swiftline,3,1,417.9,503.89,0,0
SHP-000365,2026-01-26,Chicago,east,northstar,7,8,354.5,220.52,1,0
SHP-000366,2025-02-25,Shanghai,east,airbridge,5,4,155.8,273.49,0,0
SHP-000367,2025-02-21,LA,apac,swiftline,7,6,544.3,626.74,0,0
SHP-000368,2025-03-24,Rotterdam,emea,airbridge,10,9,810.6,931.44,0,0
SHP-000369,2025-09-13,Shanghai,apac,northstar,5,7,150.8,143.78,1,0
SHP-000370,2025-02-08,Dallas,central,oceanic,2,1,91.3,116.69,0,0
SHP-000371,2025-05-24,Dallas,west,oceanic,10,11,704.8,901.96,1,0
SHP-000372,2025-01-27,Shanghai,emea,airbridge,7,7,383.6,334.7,0,0
SHP-000373,2025-08-02,LA,east,oceanic,5,8,261.8,325.65,1,0
SHP-000374,2026-01-30,Dallas,central,airbridge,2,1,300.0,448.78,0,0
SHP-000375,2025-03-24,LA,west,oceanic,2,2,21.4,63.71,0,0
SHP-000376,2025-03-22,Chicago,apac,oceanic,10,12,739.4,1003.56,1,0
SHP-000377,2025-06-09,Chicago,central,oceanic,7,5,341.1,337.39,0,0
SHP-000378,2025-06-16,Dallas,east,swiftline,7,5,829.9,677.27,0,0
SHP-000379,2025-12-10,Dallas,east,oceanic,7,8,742.5,938.57,1,0
SHP-000380,2025-01-05,Rotterdam,east,northstar,3,1,405.9,226.18,0,0
SHP-000381,2025-01-14,Shanghai,central,northstar,5,6,45.2,86.19,1,0
SHP-000382,2025-12-04,Dallas,central,oceanic,2,4,180.8,128.38,1,0
SHP-000383,2025-01-23,Dallas,east,oceanic,2,4,832.8,876.68,1,0
SHP-000384,2025-02-03,LA,apac,oceanic,10,8,62.4,165.4,0,0
SHP-000385,2025-08-17,Dallas,east,oceanic,7,6,677.1,732.71,0,0
SHP-000386,2025-11-03,Shanghai,east,northstar,5,3,664.4,492.36,0,0
SHP-000387,2025-11-28,Dallas,emea,northstar,2,2,394.0,486.57,0,1
SHP-000388,2025-06-27,Chicago,emea,airbridge,2,2,17.9,42.28,0,0
SHP-000389,2025-06-30,LA,emea,airbridge,3,6,525.6,828.15,1,0
SHP-000390,2025-10-28,Shanghai,emea,airbridge,7,4,312.8,137.3,0,0
SHP-000391,2025-05-31,Chicago,central,oceanic,10,8,309.8,184.41,0,0
SHP-000392,2025-04-28,Shanghai,apac,airbridge,2,2,762.1,582.62,0,0
SHP-000393,2025-08-13,Rotterdam,east,swiftline,10,8,309.2,266.37,0,1
SHP-000394,2025-06-12,Shanghai,east,oceanic,10,11,847.3,1463.53,1,0
SHP-000395,2026-02-17,Dallas,east,northstar,2,4,106.3,116.52,1,0
SHP-000396,2025-11-14,LA,emea,oceanic,5,4,658.4,231.31,0,0
SHP-000397,2025-07-03,Rotterdam,emea,swiftline,3,2,830.0,1262.76,0,0
SHP-000398,2026-01-11,Rotterdam,emea,swiftline,7,7,432.0,778.23,0,0
SHP-000399,2025-06-26,Chicago,central,swiftline,2,5,130.0,241.47,1,0
SHP-000400,2025-01-04,Rotterdam,apac,swiftline,2,1,771.7,743.26,0,0
SHP-000401,2025-02-13,Shanghai,apac,northstar,10,8,626.5,617.08,0,0
SHP-000402,2026-01-18,Shanghai,east,northstar,2,1,90.3,67.14,0,0
SHP-000403,2026-01-10,Rotterdam,emea,oceanic,2,1,828.2,946.98,0,0
SHP-000404,2026-02-14,Shanghai,west,oceanic,2,1,372.2,434.18,0,0
SHP-000405,2025-10-16,LA,east,oceanic,10,11,666.7,544.89,1,0
SHP-000406,2025-10-09,Rotterdam,apac,northstar,3,4,691.0,796.27,1,0
SHP-000407,2025-04-12,Shanghai,east,northstar,7,8,565.3,289.7,1,0
SHP-000408,2026-02-17,Rotterdam,west,airbridge,5,8,548.0,496.92,1,1
SHP-000409,2025-11-29,Rotterdam,east,airbridge,5,4,596.5,473.9,0,0
SHP-000410,2025-04-01,LA,central,swiftline,3,3,190.7,344.63,0,0
SHP-000411,2025-02-01,Chicago,apac,northstar,2,1,410.2,257.02,0,1
SHP-000412,2026-02-11,Chicago,apac,airbridge,5,6,307.2,512.23,1,0
SHP-000413,2025-10-22,Rotterdam,west,swiftline,2,5,299.0,402.7,1,0
SHP-000414,2025-04-01,Chicago,east,oceanic,10,13,315.2,604.08,1,0
SHP-000415,2025-09-21,Shanghai,central,northstar,3,1,836.5,1263.98,0,0
SHP-000416,2025-11-14,LA,emea,oceanic,7,10,324.4,292.71,1,0
SHP-000417,2025-10-20,Dallas,central,swiftline,3,2,185.6,159.42,0,0
SHP-000418,2026-01-27,Dallas,east,northstar,10,10,330.5,212.68,0,0
SHP-000419,2025-04-27,Rotterdam,east,northstar,7,9,507.5,717.63,1,0
SHP-000420,2025-08-26,Dallas,central,airbridge,10,11,240.1,267.67,1,0
SHP-000421,2025-06-13,Shanghai,central,airbridge,7,5,388.8,343.68,0,0
SHP-000422,2025-07-04,Shanghai,west,northstar,2,2,450.3,411.13,0,0
SHP-000423,2025-06-08,LA,emea,northstar,3,6,245.0,237.14,1,0
SHP-000424,2025-01-21,Chicago,west,swiftline,3,1,265.2,291.1,0,0
SHP-000425,2026-01-18,Shanghai,east,northstar,7,5,243.5,226.59,0,0
SHP-000426,2025-10-27,Chicago,apac,airbridge,3,4,424.6,227.79,1,0
SHP-000427,2026-02-24,Chicago,west,airbridge,7,5,288.5,285.56,0,0
SHP-000428,2025-03-03,Rotterdam,apac,oceanic,10,10,615.5,611.97,0,0
SHP-000429,2025-02-23,Chicago,emea,oceanic,7,8,86.1,149.22,1,0
SHP-000430,2025-09-17,Shanghai,west,northstar,5,4,377.9,651.36,0,0
SHP-000431,2025-06-04,LA,apac,northstar,7,6,856.4,1346.15,0,0
SHP-000432,2025-09-02,Dallas,apac,airbridge,5,2,480.3,387.25,0,0
SHP-000433,2026-01-03,Shanghai,emea,oceanic,3,2,140.3,139.63,0,0
SHP-000434,2025-09-05,Shanghai,emea,northstar,5,5,357.9,574.66,0,0
SHP-000435,2026-01-25,LA,apac,airbridge,7,7,136.0,236.86,0,0
SHP-000436,2025-09-16,Dallas,west,swiftline,7,5,292.8,139.62,0,0
SHP-000437,2025-11-17,Chicago,emea,swiftline,10,8,93.4,216.41,0,0
SHP-000438,2026-01-02,Rotterdam,apac,oceanic,5,8,605.8,646.81,1,0
SHP-000439,2025-01-08,LA,central,swiftline,2,1,867.4,481.63,0,0
SHP-000440,2025-04-22,Rotterdam,emea,oceanic,3,1,605.9,406.33,0,0
SHP-000441,2025-02-17,Chicago,apac,airbridge,10,7,758.2,888.77,0,0
SHP-000442,2026-02-24,Rotterdam,east,airbridge,3,3,420.1,300.28,0,0
SHP-000443,2026-02-10,Dallas,emea,northstar,7,6,743.4,1033.85,0,0
SHP-000444,2026-02-23,LA,central,airbridge,3,1,210.1,180.06,0,0
SHP-000445,2025-11-07,Dallas,west,northstar,7,8,461.3,209.06,1,0
SHP-000446,2025-11-27,Dallas,apac,oceanic,7,7,174.8,162.84,0,0
SHP-000447,2025-06-25,Rotterdam,apac,airbridge,5,4,588.4,392.1,0,0
SHP-000448,2025-08-18,Chicago,west,swiftline,2,1,811.7,1332.71,0,0
SHP-000449,2025-06-21,Rotterdam,central,oceanic,10,10,60.1,123.34,0,0
SHP-000450,2025-04-22,Chicago,emea,swiftline,3,1,47.0,60.13,0,0
SHP-000451,2026-01-01,Chicago,central,airbridge,10,9,239.8,246.17,0,0
SHP-000452,2025-11-07,Dallas,central,swiftline,5,4,714.5,1100.4,0,0
SHP-000453,2025-03-23,Chicago,apac,airbridge,2,3,128.9,111.13,1,0
SHP-000454,2025-02-17,Dallas,apac,airbridge,2,5,630.0,989.09,1,0
SHP-000455,2025-11-10,Chicago,emea,airbridge,2,4,3.0,49.23,1,0
SHP-000456,2025-03-16,Rotterdam,apac,airbridge,7,4,870.4,1201.88,0,0
SHP-000457,2025-09-12,Rotterdam,central,swiftline,10,10,457.2,252.81,0,0
SHP-000458,2025-12-25,Chicago,emea,swiftline,2,2,22.1,54.42,0,0
SHP-000459,2025-08-06,LA,west,oceanic,7,9,791.4,719.36,1,0
SHP-000460,2025-02-05,Rotterdam,central,northstar,3,4,540.1,503.61,1,0
SHP-000461,2025-11-22,Chicago,east,swiftline,10,9,208.4,408.94,0,1
SHP-000462,2025-08-27,Shanghai,apac,northstar,2,1,432.5,288.76,0,0
SHP-000463,2025-07-28,Dallas,central,oceanic,2,2,643.1,772.18,0,0
SHP-000464,2025-10-29,Rotterdam,apac,northstar,3,1,877.6,721.39,0,0
SHP-000465,2025-11-08,LA,east,northstar,3,4,642.0,862.88,1,0
SHP-000466,2025-11-21,LA,central,oceanic,5,5,168.2,314.69,0,0
SHP-000467,2025-10-27,Rotterdam,apac,oceanic,3,4,276.3,320.15,1,0
SHP-000468,2025-12-27,Rotterdam,east,airbridge,7,5,616.2,1012.29,0,0
SHP-000469,2026-01-10,LA,emea,airbridge,10,9,128.1,264.5,0,0
SHP-000470,2025-08-12,Chicago,central,swiftline,2,1,36.7,64.05,0,0
SHP-000471,2026-01-26,Dallas,emea,airbridge,3,3,845.9,360.81,0,0
SHP-000472,2025-08-12,Chicago,east,swiftline,7,6,729.7,347.4,0,0
SHP-000473,2025-10-18,Dallas,central,oceanic,3,5,844.9,409.85,1,0
SHP-000474,2025-11-24,Shanghai,east,swiftline,7,7,685.5,445.57,0,0
SHP-000475,2025-01-08,Dallas,west,swiftline,2,1,522.6,464.06,0,0
SHP-000476,2026-02-24,LA,central,airbridge,5,4,135.0,173.92,0,0
SHP-000477,2025-12-16,Shanghai,west,northstar,3,3,554.8,221.07,0,0
SHP-000478,2025-09-06,Dallas,east,airbridge,5,1,548.9,311.21,0,0
SHP-000479,2025-04-03,LA,central,northstar,10,10,648.7,279.74,0,0
SHP-000480,2026-02-08,Shanghai,east,airbridge,10,9,289.7,488.95,0,0
SHP-000481,2025-05-12,LA,central,northstar,7,6,850.9,1114.43,0,0
SHP-000482,2026-02-15,Dallas,central,northstar,5,6,77.7,82.92,1,0
SHP-000483,2025-09-07,Rotterdam,east,swiftline,7,8,658.4,806.1,1,0
SHP-000484,2025-01-23,Shanghai,west,northstar,2,1,16.8,42.08,0,0
SHP-000485,2025-03-15,Chicago,apac,northstar,10,10,169.3,223.52,0,0
SHP-000486,2025-09-29,Chicago,apac,oceanic,3,3,253.6,134.98,0,0
SHP-000487,2025-10-16,Rotterdam,east,airbridge,2,1,688.1,1041.24,0,0
SHP-000488,2025-02-19,Dallas,central,oceanic,7,5,637.0,796.92,0,0
SHP-000489,2025-11-25,Rotterdam,apac,swiftline,7,10,202.7,357.61,1,0
SHP-000490,2025-09-20,Chicago,east,oceanic,3,5,519.9,402.65,1,0
SHP-000491,2025-07-08,LA,west,northstar,3,1,733.6,810.78,0,0
SHP-000492,2025-07-08,Rotterdam,west,airbridge,2,1,199.9,170.45,0,0
SHP-000493,2025-12-01,LA,emea,northstar,3,1,497.7,247.2,0,0
SHP-000494,2025-06-03,LA,central,airbridge,5,6,140.2,224.59,1,0
SHP-000495,2025-08-28,Chicago,apac,airbridge,2,1,623.3,408.95,0,0
SHP-000496,2025-07-02,Rotterdam,west,swiftline,3,2,464.0,265.41,0,0
SHP-000497,2025-01-20,Shanghai,emea,oceanic,5,7,327.2,430.67,1,0
SHP-000498,2026-01-26,Rotterdam,central,northstar,7,9,739.4,460.43,1,0
SHP-000499,2025-08-23,Dallas,apac,oceanic,10,9,112.1,113.37,0,0
SHP-000500,2025-07-04,Rotterdam,east,swiftline,7,4,621.5,505.5,0,0
SHP-000501,2025-05-02,Shanghai,east,northstar,2,3,385.4,513.44,1,0
SHP-000502,2025-06-18,Dallas,emea,airbridge,2,2,420.8,406.08,0,0
SHP-000503,2025-10-31,Dallas,emea,airbridge,5,8,223.2,251.75,1,0
SHP-000504,2025-01-26,Chicago,east,airbridge,10,10,74.1,112.29,0,0
SHP-000505,2025-02-15,Shanghai,west,swiftline,7,5,468.5,734.39,0,0
SHP-000506,2025-08-06,Rotterdam,central,oceanic,10,12,803.2,728.48,1,0
SHP-000507,2025-07-21,Shanghai,apac,oceanic,10,11,838.6,454.03,1,0
SHP-000508,2025-01-08,Rotterdam,central,oceanic,5,3,112.6,167.82,0,0
SHP-000509,2025-05-26,LA,central,northstar,7,6,748.2,491.11,0,0
SHP-000510,2026-01-15,Dallas,central,swiftline,2,3,311.5,228.43,1,0
SHP-000511,2026-02-11,Rotterdam,central,airbridge,5,6,55.6,109.35,1,0
SHP-000512,2025-03-21,Dallas,west,oceanic,7,7,5.5,73.15,0,0
SHP-000513,2025-12-26,Rotterdam,emea,northstar,5,6,227.1,148.67,1,0
SHP-000514,2025-12-07,Chicago,apac,oceanic,2,4,75.0,122.26,1,1
SHP-000515,2025-04-13,Shanghai,central,northstar,7,7,334.3,513.32,0,0
SHP-000516,2025-04-21,Rotterdam,west,oceanic,5,8,21.9,107.55,1,0
SHP-000517,2025-03-17,Rotterdam,west,oceanic,7,8,84.5,110.98,1,0
SHP-000518,2025-05-13,Chicago,central,oceanic,10,10,821.8,552.51,0,0
SHP-000519,2025-09-23,Chicago,emea,northstar,3,4,265.7,470.41,1,0
SHP-000520,2025-04-12,Chicago,west,oceanic,3,5,142.2,158.97,1,1
SHP-000521,2025-09-02,Chicago,east,airbridge,10,11,680.6,674.99,1,0
SHP-000522,2025-01-16,Dallas,apac,airbridge,2,2,420.4,167.5,0,0
SHP-000523,2026-02-18,Rotterdam,east,swiftline,3,3,289.5,235.87,0,0
SHP-000524,2025-12-26,Chicago,west,swiftline,3,3,713.5,542.09,0,0
SHP-000525,2025-05-07,Dallas,east,airbridge,7,6,486.0,698.61,0,0
SHP-000526,2025-12-27,Chicago,east,northstar,5,7,68.6,172.08,1,0
SHP-000527,2025-08-29,Shanghai,central,oceanic,7,8,737.4,429.81,1,0
SHP-000528,2025-11-23,Dallas,central,oceanic,10,8,159.8,194.6,0,0
SHP-000529,2025-08-31,Shanghai,west,airbridge,3,1,878.6,455.46,0,0
SHP-000530,2026-01-24,Dallas,west,oceanic,3,3,839.4,854.03,0,0
SHP-000531,2026-01-16,Shanghai,apac,northstar,2,1,268.9,116.87,0,0
SHP-000532,2026-02-03,Shanghai,central,oceanic,7,7,223.7,136.03,0,0
SHP-000533,2025-10-22,Dallas,central,airbridge,7,8,684.9,735.51,1,0
SHP-000534,2025-08-24,Shanghai,emea,airbridge,7,7,55.0,129.95,0,0
SHP-000535,2025-11-13,Shanghai,apac,airbridge,2,2,703.9,1189.03,0,0
SHP-000536,2025-07-29,Dallas,apac,airbridge,10,7,407.2,241.56,0,0
SHP-000537,2026-02-13,Shanghai,central,northstar,2,3,223.7,407.24,1,0
SHP-000538,2025-10-13,Dallas,emea,northstar,2,2,447.0,618.28,0,0
SHP-000539,2025-04-25,Chicago,central,airbridge,3,1,352.8,530.61,0,0
SHP-000540,2025-07-13,Chicago,west,northstar,3,2,288.5,176.69,0,0
SHP-000541,2025-03-22,Rotterdam,west,swiftline,3,3,23.3,72.61,0,0
SHP-000542,2025-04-07,Shanghai,apac,northstar,10,9,112.3,142.94,0,0
SHP-000543,2025-07-05,Rotterdam,emea,swiftline,10,11,153.0,290.16,1,0
SHP-000544,2025-12-18,Shanghai,emea,northstar,5,7,91.5,104.85,1,0
SHP-000545,2025-07-28,Chicago,west,oceanic,2,4,760.6,727.89,1,0
SHP-000546,2025-08-19,Dallas,east,airbridge,3,2,50.8,57.59,0,0
SHP-000547,2025-09-10,Chicago,emea,airbridge,7,5,257.3,218.02,0,0
SHP-000548,2025-11-16,LA,central,oceanic,7,8,734.0,923.45,1,0
SHP-000549,2025-11-01,Rotterdam,apac,oceanic,7,6,238.1,204.51,0,0
SHP-000550,2025-09-05,Dallas,central,airbridge,10,9,403.3,232.61,0,0
SHP-000551,2025-11-19,LA,apac,airbridge,5,6,83.9,176.91,1,0
SHP-000552,2025-09-08,LA,central,airbridge,7,3,661.8,411.82,0,0
SHP-000553,2025-06-27,Chicago,central,swiftline,2,1,309.2,426.6,0,0
SHP-000554,2025-02-23,LA,central,northstar,2,3,357.1,326.88,1,0
SHP-000555,2025-03-14,Rotterdam,central,oceanic,10,12,96.6,260.03,1,0
SHP-000556,2025-03-16,Shanghai,west,oceanic,3,5,532.6,919.49,1,0
SHP-000557,2025-05-20,Chicago,central,swiftline,3,4,196.8,164.01,1,0
SHP-000558,2025-11-28,Dallas,west,swiftline,3,1,712.6,812.44,0,0
SHP-000559,2025-05-08,Dallas,emea,swiftline,10,11,624.8,440.59,1,0
SHP-000560,2025-07-11,Rotterdam,emea,oceanic,10,9,231.4,434.85,0,0
SHP-000561,2025-12-15,Dallas,west,northstar,5,7,21.7,85.42,1,0
SHP-000562,2025-12-06,Shanghai,west,oceanic,10,11,353.6,263.41,1,0
SHP-000563,2025-06-10,Dallas,central,oceanic,7,6,623.6,696.62,0,0
SHP-000564,2025-09-04,Dallas,apac,northstar,2,1,497.7,666.17,0,0
SHP-000565,2025-11-06,Chicago,emea,oceanic,10,9,574.9,948.67,0,0
SHP-000566,2025-03-06,LA,apac,airbridge,7,10,347.5,583.86,1,0
SHP-000567,2026-02-18,Dallas,apac,swiftline,7,8,877.3,1023.85,1,0
SHP-000568,2025-10-20,LA,apac,northstar,10,8,771.5,484.21,0,0
SHP-000569,2025-02-19,Shanghai,west,swiftline,3,2,296.6,337.28,0,0
SHP-000570,2025-10-05,Chicago,east,airbridge,5,4,42.0,99.26,0,0
SHP-000571,2025-04-25,Shanghai,east,northstar,10,12,581.4,574.49,1,0
SHP-000572,2025-04-03,Chicago,west,swiftline,5,4,234.1,263.9,0,0
SHP-000573,2025-10-24,LA,west,oceanic,7,8,37.3,101.65,1,0
SHP-000574,2025-10-09,Rotterdam,apac,oceanic,3,6,687.3,482.56,1,0
SHP-000575,2025-06-01,Shanghai,apac,northstar,5,2,483.1,474.05,0,0
SHP-000576,2025-09-07,Shanghai,apac,northstar,5,6,390.5,209.45,1,0
SHP-000577,2025-08-29,Shanghai,east,swiftline,2,1,97.1,112.29,0,0
SHP-000578,2025-09-20,Dallas,apac,airbridge,7,5,316.3,560.23,0,0
SHP-000579,2026-02-04,Rotterdam,central,northstar,3,4,48.5,76.65,1,0
SHP-000580,2025-11-23,LA,emea,oceanic,3,2,255.3,250.47,0,0
SHP-000581,2025-04-11,Rotterdam,west,oceanic,7,9,866.1,1447.5,1,0
SHP-000582,2025-02-26,LA,west,oceanic,7,5,339.6,492.01,0,0
SHP-000583,2025-08-20,Shanghai,central,northstar,5,5,198.9,312.52,0,0
SHP-000584,2025-12-20,Chicago,central,airbridge,5,3,170.9,256.79,0,0
SHP-000585,2025-09-14,Shanghai,east,airbridge,2,6,81.3,133.96,1,0
SHP-000586,2025-03-23,Shanghai,emea,airbridge,3,5,571.0,239.8,1,0
SHP-000587,2025-10-16,LA,west,northstar,7,7,369.2,648.13,0,0
SHP-000588,2026-01-11,Chicago,central,airbridge,7,5,497.5,267.41,0,0
SHP-000589,2026-01-06,LA,apac,airbridge,2,2,819.6,1199.7,0,0
SHP-000590,2025-06-27,LA,west,northstar,2,1,393.4,179.12,0,0
SHP-000591,2025-09-18,Rotterdam,west,oceanic,2,3,677.2,1147.35,1,0
SHP-000592,2025-09-14,Dallas,apac,northstar,2,1,63.5,105.72,0,0
SHP-000593,2025-12-22,Dallas,apac,swiftline,5,9,25.2,88.44,1,0
SHP-000594,2026-01-01,Chicago,central,airbridge,5,4,25.9,68.14,0,0
SHP-000595,2025-02-21,Chicago,emea,swiftline,2,2,796.7,984.42,0,0
SHP-000596,2025-01-02,Shanghai,central,northstar,3,2,291.7,132.61,0,0
SHP-000597,2026-02-06,Chicago,apac,oceanic,7,9,475.6,230.28,1,1
SHP-000598,2026-02-17,Rotterdam,west,swiftline,10,11,676.6,876.12,1,0
SHP-000599,2025-07-31,LA,west,swiftline,10,9,273.5,449.98,0,0
SHP-000600,2025-07-28,LA,west,airbridge,10,11,581.3,711.88,1,0
